ein;zip;tax_year;revenue_amt
236******;19********;2017;*****
*;*;*;*
236******;19********;2016;*****
236******;19********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;17********;2016;0     *****
236******;18********;2016;*****
236******;19********;;*****
236******;15********;2017;*****
236******;19********;2017;0     *****
236******;17********;2016;0     *****
236******;17********;2016;0     *****
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
236******;17********;;*****
236******;18********;2016;0     *****
236******;19********;;*****
236******;17********;;*****
236******;19********;;*****
236******;17********;2016;0     *****
236******;17********;2016;0     *****
236******;18********;2017;0     *****
236******;17********;2016;0     *****
236******;19********;2016;0     *****
236******;17********;;*****
*;*;*;*
236******;19********;;*****
236******;17********;;*****
236******;17********;2017;0     *****
*;*;*;*
236******;19********;;*****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
236******;17********;2016;0     *****
*;*;*;*
236******;17********;2016;0     *****
*;*;*;*
236******;18********;2016;*****
*;*;*;*
236******;18********;;*****
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
236******;18********;2016;0     *****
236******;19********;2016;0     *****
236******;18********;2017;0     *****
236******;17********;2016;*****
236******;18********;;*****
236******;17********;;*****
236******;19********;;*****
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;19********;2013;*****
*;*;*;*
*;*;*;*
236******;18********;;*****
*;*;*;*
236******;17********;;*****
236******;19********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;15********;2016;*****
236******;19********;2016;0     *****
236******;19********;2016;0     *****
*;*;*;*
236******;19********;2017;*****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;15********;2017;*****
236******;15********;2016;*****
236******;15********;2016;*****
236******;15********;2017;*****
236******;15********;2016;*****
236******;17********;2016;*****
236******;17********;2016;*****
236******;17********;2016;*****
236******;17********;2016;*****
*;*;*;*
236******;19********;2016;*****
*;*;*;*
236******;17********;2016;0     *****
236******;17********;2017;0     *****
236******;19********;2017;0     *****
236******;18********;2017;0     *****
236******;19********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2016;*****
236******;19********;2016;*****
236******;19********;2017;0     *****
236******;19********;;*****
236******;17********;2016;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;17********;;*****
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;15********;2017;0     *****
236******;17********;;*****
236******;19********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;15********;2017;*****
236******;18********;2017;0     *****
236******;19********;;*****
236******;19********;;*****
236******;19********;2017;0     *****
236******;19********;;*****
236******;17********;2017;0     *****
236******;19********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2016;0     *****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;19********;2017;0     *****
236******;19********;2017;*****
236******;19********;2017;0     *****
236******;17********;;*****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;;*****
*;*;*;*
236******;19********;2016;0     *****
236******;19********;2017;0     *****
236******;17********;2016;0     *****
236******;15********;2017;0     *****
*;*;*;*
236******;17********;2017;*****
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
236******;19********;;*****
236******;18********;;*****
236******;19********;2016;*****
236******;19********;2016;*****
236******;19********;2016;*****
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;18********;;*****
236******;17********;2017;0     *****
236******;17********;2016;*****
236******;19********;2017;0     *****
*;*;*;*
236******;19********;;*****
236******;19********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
236******;17********;;*****
236******;15********;2017;*****
236******;19********;;*****
236******;18********;2016;*****
236******;18********;2017;0     *****
236******;19********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;*****
236******;19********;2017;*****
236******;19********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;17********;;*****
236******;15********;2016;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
236******;17********;;*****
236******;19********;2017;0     *****
236******;19********;2015;*****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;17********;;*****
236******;17********;;*****
236******;17********;;*****
236******;17********;2017;0     *****
*;*;*;*
236******;19********;;*****
*;*;*;*
236******;17********;2017;0     *****
236******;15********;2016;*****
236******;17********;2017;0     *****
236******;19********;2017;0     *****
236******;19********;2016;0     *****
236******;18********;2016;0     *****
236******;17********;2016;0     *****
236******;19********;2017;0     *****
236******;19********;2016;0     *****
236******;18********;2017;0     *****
236******;17********;2013;0     *****
236******;17********;;*****
236******;17********;;*****
236******;18********;2016;*****
236******;19********;;*****
*;*;*;*
*;*;*;*
236******;17********;;*****
236******;19********;2016;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
236******;19********;2015;0     *****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
236******;19********;;*****
236******;18********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;;*****
236******;17********;;*****
236******;19********;2016;*****
236******;15********;2016;*****
*;*;*;*
236******;17********;2016;0     *****
236******;19********;2016;0     *****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;15********;2016;*****
236******;17********;;*****
236******;15********;2016;*****
236******;17********;2017;0     *****
236******;19********;;*****
*;*;*;*
236******;19********;2017;0     *****
236******;19********;;*****
*;*;*;*
236******;19********;2016;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;17********;2016;*****
236******;15********;2016;*****
236******;15********;2016;*****
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;;*****
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;19********;2017;0     *****
236******;18********;2010;*****
236******;17********;;*****
*;*;*;*
236******;16********;2016;0     *****
236******;15********;2016;*****
236******;15********;2016;*****
236******;15********;2016;*****
236******;15********;2017;*****
236******;15********;2017;*****
236******;19********;;*****
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;17********;;*****
*;*;*;*
*;*;*;*
236******;18********;;*****
236******;19********;2016;0     *****
236******;19********;2014;*****
236******;19********;2016;*****
236******;19********;;*****
*;*;*;*
236******;19********;;*****
236******;18********;2016;0     *****
236******;19********;;*****
236******;18********;;*****
236******;19********;2012;*****
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
236******;18********;2017;0     *****
236******;17********;2016;*****
236******;15********;2016;*****
236******;15********;2016;*****
236******;17********;2016;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;18********;;*****
236******;15********;2016;*****
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
236******;19********;2015;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;19********;;*****
236******;17********;;*****
*;*;*;*
236******;17********;2013;*****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;19********;2017;0     *****
236******;19********;2016;*****
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;15********;;*****
*;*;*;*
236******;18********;;*****
236******;19********;;*****
236******;17********;2016;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;17********;;*****
236******;17********;;*****
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2016;0     *****
236******;17********;;*****
*;*;*;*
*;*;*;*
236******;19********;2016;*****
236******;18********;2016;0     *****
*;*;*;*
236******;18********;;*****
*;*;*;*
236******;18********;;*****
*;*;*;*
236******;18********;;*****
236******;17********;2015;0     *****
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;19********;;*****
*;*;*;*
236******;18********;2016;*****
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
236******;16********;;*****
236******;19********;2016;*****
236******;19********;2016;*****
236******;19********;;*****
*;*;*;*
236******;15********;;*****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;15********;2016;*****
*;*;*;*
236******;19********;;*****
236******;18********;;*****
236******;15********;2016;*****
236******;19********;2017;0     *****
236******;15********;2017;*****
236******;15********;2017;*****
236******;15********;2017;*****
236******;15********;2016;*****
*;*;*;*
236******;19********;2016;*****
236******;19********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;19********;;*****
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;18********;;*****
236******;16********;;*****
*;*;*;*
236******;17********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;18********;2017;0     *****
236******;17********;;*****
236******;18********;2016;0     *****
236******;19********;;*****
*;*;*;*
236******;19********;;*****
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
236******;19********;2017;0     *****
236******;17********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;17********;;*****
236******;19********;2016;*****
236******;18********;2016;0     *****
*;*;*;*
236******;19********;;*****
*;*;*;*
*;*;*;*
236******;19********;2016;*****
236******;19********;;*****
236******;17********;2016;0     *****
*;*;*;*
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
236******;19********;2016;0     *****
236******;18********;2017;0     *****
236******;18********;2016;0     *****
236******;18********;2016;0     *****
236******;17********;2017;0     *****
236******;17********;2014;0     *****
236******;18********;2018;0     *****
236******;18********;2015;0     *****
236******;17********;2016;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;18********;2016;0     *****
236******;19********;;*****
236******;18********;2017;0     *****
236******;18********;2018;0     *****
*;*;*;*
*;*;*;*
236******;19********;2016;0     *****
236******;17********;2017;0     *****
236******;18********;2015;0     *****
236******;17********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;18********;2017;0     *****
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;18********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2015;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;18********;2016;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;18********;2016;0     *****
236******;18********;2017;0     *****
236******;18********;2016;0     *****
236******;18********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;17********;2017;0     *****
236******;18********;2016;0     *****
236******;18********;2016;0     *****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;17********;;*****
236******;19********;2017;0     *****
236******;18********;2016;0     *****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;17********;2017;0     *****
236******;18********;2016;0     *****
236******;17********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;18********;2017;0     *****
236******;19********;2016;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;18********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;19********;2017;0     *****
236******;17********;2015;0     *****
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
236******;17********;2014;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;19********;;*****
236******;19********;2016;*****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
236******;18********;2016;0     *****
236******;18********;2015;0     *****
236******;18********;2017;0     *****
236******;16********;2017;0     *****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;;*****
236******;19********;2016;0     *****
236******;18********;2017;0     *****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;19********;2016;*****
236******;19********;2016;*****
236******;18********;2016;0     *****
236******;17********;2016;0     *****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;19********;2016;*****
236******;17********;2016;0     *****
*;*;*;*
236******;19********;2017;*****
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;18********;2016;0     *****
236******;18********;2016;0     *****
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;19********;2016;0     *****
*;*;*;*
236******;19********;;*****
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;18********;2017;0     *****
236******;17********;2016;*****
*;*;*;*
*;*;*;*
236******;19********;2015;0     *****
*;*;*;*
236******;17********;2016;0     *****
236******;17********;2016;0     *****
236******;18********;2017;0     *****
236******;18********;2016;0     *****
*;*;*;*
236******;19********;2016;*****
*;*;*;*
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;19********;;*****
236******;18********;2017;0     *****
236******;18********;2017;0     *****
236******;16********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;;*****
236******;19********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;18********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
236******;18********;2014;0     *****
*;*;*;*
236******;18********;2016;*****
*;*;*;*
236******;18********;2016;0     *****
236******;17********;2017;0     *****
236******;18********;2017;0     *****
236******;18********;2016;0     *****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
236******;18********;2015;0     *****
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;19********;2017;0     *****
236******;19********;2016;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;19********;2016;0     *****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
236******;17********;2016;0     *****
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;;*****
236******;19********;2017;*****
*;*;*;*
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
236******;18********;2015;0     *****
236******;18********;2016;0     *****
236******;17********;2017;0     *****
236******;19********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
236******;19********;2016;*****
236******;19********;2017;0     *****
236******;18********;2010;*****
236******;18********;2017;0     *****
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
236******;18********;2017;0     *****
236******;17********;2015;*****
236******;19********;2016;*****
236******;18********;2016;0     *****
236******;18********;2016;0     *****
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;18********;2016;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
236******;19********;2016;*****
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;;*****
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2016;0     *****
236******;19********;2016;0     *****
236******;19********;2016;0     *****
*;*;*;*
236******;18********;2016;0     *****
236******;18********;2016;0     *****
236******;17********;2016;0     *****
236******;17********;2017;0     *****
236******;19********;2015;0     *****
236******;17********;2016;0     *****
236******;19********;2016;*****
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
236******;19********;2015;0     *****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
236******;15********;2017;0     *****
*;*;*;*
236******;19********;2016;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;18********;2016;0     *****
236******;19********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;19********;2017;0     *****
236******;18********;2016;0     *****
*;*;*;*
236******;18********;2016;0     *****
236******;19********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;17********;2016;0     *****
236******;17********;2017;0     *****
236******;19********;2016;0     *****
236******;17********;2017;0     *****
236******;19********;2016;*****
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
236******;19********;2015;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;17********;2016;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;18********;2015;0     *****
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;17********;2016;0     *****
236******;18********;2016;0     *****
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
*;*;*;*
236******;15********;2016;*****
236******;15********;2016;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2016;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;18********;2016;*****
236******;18********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
236******;19********;2017;*****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
236******;18********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;19********;2017;0     *****
236******;16********;2017;0     *****
236******;19********;2016;0     *****
236******;17********;2016;0     *****
236******;17********;2016;0     *****
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
236******;19********;2016;*****
*;*;*;*
236******;19********;2017;0     *****
236******;19********;2016;*****
236******;18********;2016;0     *****
*;*;*;*
236******;17********;2016;0     *****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
236******;19********;2016;*****
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
236******;19********;2016;*****
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;19********;2016;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;18********;2016;0     *****
236******;17********;2016;*****
236******;17********;2016;*****
*;*;*;*
236******;18********;2015;0     *****
236******;18********;2015;0     *****
236******;19********;;*****
236******;17********;2015;0     *****
236******;18********;2017;0     *****
236******;19********;2016;0     *****
236******;17********;2016;0     *****
236******;18********;2016;0     *****
236******;19********;2017;0     *****
236******;19********;2015;0     *****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;17********;2016;0     *****
236******;17********;2016;0     *****
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2013;*****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;17********;2014;0     *****
236******;17********;2016;0     *****
236******;17********;2017;*****
236******;19********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;18********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;17********;2017;*****
236******;18********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
236******;19********;2015;*****
*;*;*;*
236******;19********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;;*****
236******;18********;2017;0     *****
236******;17********;2016;0     *****
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;18********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2016;*****
236******;17********;2016;0     *****
236******;18********;2016;0     *****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;17********;2016;0     *****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
236******;16********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2016;0     *****
236******;19********;2016;*****
236******;17********;;*****
*;*;*;*
236******;19********;2016;*****
*;*;*;*
236******;18********;2016;0     *****
236******;19********;;*****
236******;19********;2015;0     *****
*;*;*;*
236******;18********;2016;*****
236******;17********;2016;0     *****
236******;18********;2017;0     *****
236******;19********;2017;0     *****
236******;19********;2016;0     *****
*;*;*;*
236******;17********;2016;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;19********;2016;*****
236******;17********;;*****
236******;17********;;*****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;;*****
*;*;*;*
236******;18********;2016;0     *****
236******;18********;2017;*****
*;*;*;*
236******;18********;2017;0     *****
236******;18********;2017;0     *****
236******;17********;;*****
*;*;*;*
236******;17********;2017;0     *****
236******;18********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;17********;2016;0     *****
236******;17********;2016;0     *****
236******;17********;2016;*****
236******;17********;2017;0     *****
236******;18********;2016;*****
236******;19********;2016;0     *****
236******;15********;2017;*****
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
236******;19********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
236******;17********;2016;0     *****
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
236******;19********;;*****
*;*;*;*
236******;19********;2016;0     *****
236******;19********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;19********;2017;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;19********;2017;0     *****
236******;17********;2015;0     *****
236******;19********;2007;*****
236******;16********;2017;0     *****
236******;17********;2017;0     *****
236******;19********;;*****
236******;17********;2016;0     *****
236******;17********;2017;0     *****
236******;19********;2017;0     *****
236******;19********;2016;0     *****
236******;19********;2017;0     *****
236******;18********;2017;0     *****
*;*;*;*
236******;19********;;*****
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;18********;2016;0     *****
*;*;*;*
236******;18********;2017;0     *****
236******;17********;2017;0     *****
236******;18********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;18********;2017;0     *****
236******;19********;2016;*****
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;16********;2017;0     *****
*;*;*;*
236******;19********;2017;0     *****
*;*;*;*
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
236******;19********;2016;0     *****
236******;19********;2014;0     *****
*;*;*;*
236******;19********;2016;0     *****
236******;17********;2017;0     *****
236******;18********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
236******;17********;2016;0     *****
236******;17********;2017;0     *****
236******;19********;2016;*****
236******;17********;2017;0     *****
236******;17********;2017;0     *****
236******;18********;2016;0     *****
236******;19********;2017;0     *****
236******;17********;2017;0     *****
236******;17********;;*****
236******;19********;2017;0     *****
236******;18********;2016;0     *****
236******;16********;2016;*****
*;*;*;*
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
236******;19********;2016;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;19********;2016;0     *****
236******;19********;2016;0     *****
236******;19********;2016;0     *****
236******;16********;2016;0     *****
236******;18********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;19********;2016;0     *****
236******;17********;2016;0     *****
*;*;*;*
236******;19********;2017;0     *****
236******;19********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
236******;17********;2017;0     *****
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
236******;18********;2015;0     *****
236******;18********;2016;0     *****
236******;17********;2016;0     *****
*;*;*;*
236******;17********;2016;0     *****
*;*;*;*
236******;19********;2016;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
*;*;*;*
236******;17********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;18********;2017;0     *****
*;*;*;*
*;*;*;*
*;*;*;*
236******;19********;2017;0     *****
236******;18********;2016;0     *****
236******;19********;2016;0     *****
*;*;*;*
236******;18********;;*****
236******;18********;2016;0     *****
*;*;*;*
*;*;*;*
236******;19********;;*****
236******;19********;;*****
236******;18********;2016;0     *****
236******;16********;;*****
236******;19********;2016;*****
*;*;*;*
236******;17********;2017;0     *****
236******;19********;2017;0     *****
236******;18********;2017;0     *****
236******;19********;2016;0     *****
236******;16********;2017;0     *****
236******;18********;2016;0     *****
*;*;*;*
236******;17********;;*****
236******;18********;2016;0     *****
*;*;*;*
236******;17********;;*****
*;*;*;*
*;*;*;*
